代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91665839689826304, 002354, 0P000179WB, 博时裕腾纯债债券, 信用债, 4, 5, 3.21
91665840490938368, 000319, 0P00013MV9, 泰达宏利淘利债券 - A, 普通债券型, 4, 4, 5.65
91665841245913088, 202102, F0000003Z4, 南方多利增强债券 - C, 普通债券型, 4, 3, 5.43
91665841967333376, 620009, 0P0001589D, 金元顺安丰祥债券, 普通债券型, 4, 3, 4.53
91665842701336576, 000024, 0P0000Y3WM, 大摩双利增强债券A, 普通债券型, 4, 4, 2.71
91665843556974592, 163806, F0000004DH, 中银增利债券, 普通债券型, 4, 3, 3.21
91665844316143616, 100058, 0P0000UJ7Q, 富国产业债债券A, 普通债券型, 4, 3, 3.92
91665845045952512, 000914, 0P00019IMF, 中加纯债债券, 信用债, 4, 0, 4.06
91665845930950656, 001299, 0P00016455, 兴业添利债券, 信用债, 4, 5, 4.54
91665846685925376, 003860, 0P00019CLI, 招商招旭纯债债券C, 信用债, 4, 0, 4.55
91665847457677312, 160618, 0P000151IR, 鹏华丰泽债券（LOF), 普通债券型, 4, 4, 3.37
91665848443338752, 217011, F0000004D3, 招商安心收益债券C, 普通债券型, 4, 4, 4.51
91665849181536256, 004532, 0P0001AC3F, 民生加银中证港股通高股息精选指数A, 香港股票型基金, 4, 0, 12.33
91665867405787136, 003214, 0P00018JRJ, 易方达富惠纯债债券, 信用债, 4, 0, 3.99
91665868294979584, 000191, 0P0000YVNK, 富国信用债债券 -A/B, 信用债, 4, 4, 3.93
91665869066731520, 000187, 0P0000Z8RD, 华泰柏瑞丰盛纯债债券A, 纯债基金, 4, 5, 4.93
91665869783957504, 004533, 0P0001AC3G, 民生加银中证港股通高股息精选指数C, 香港股票型基金, 4, 0, 12.14
91665870496989184, 000147, 0P0000Z69Q, 易方达高等级信用债债券 - A, 信用债, 4, 4, 4.02
91665871293906944, 003349, 0P00018QIA, 长信稳益纯债债券, 纯债基金, 4, 0, 2.67
91665872044687360, 161119, 0P0000X1PB, 易方达中债新综合债券指数发起式(LOF) - A, 纯债基金, 4, 4, 3.90
91665872736747520, 001021, 0P0000SWB2, 华夏亚债中国指数A, 利率债, 4, 5, 4.21
91665873470750720, 519330, 0P00019X3M, 浦银安盛盛跃纯债债券A, 信用债, 4, 0, 3.51
91665874171199488, 110037, 0P0000VQ04, 易方达纯债债券 - A, 信用债, 4, 3, 3.47
91665874880036864, 005703, 0P0001CPEJ, 永赢增益债券A, 纯债基金, 4, 0, 3.84
91665875618234368, 003618, 0P00018ZT0, 招商招旺纯债债券A, 信用债, 4, 0, 3.12
91665876369014784, 675161, 0P0001CSZH, 西部利得汇盈债券A, 纯债基金, 4, 0, 4.14
91665877161738240, 002811, 0P000185M8, 博时裕顺纯债债券, 信用债, 4, 4, 3.23
91665877891547136, 003174, 0P0001CHZN, 新疆前海联合添惠纯债债券A, 纯债基金, 4, 0, 5.51
91665878566830080, 512800, 0P0001AJI7, 华宝中证银行ETF, 行业股票 - 金融地产, 4, 0, -0.17
91665879275667456, 519718, 0P0000XIBC, 交银纯债债券发起 - A/B, 信用债, 4, 3, 3.89
91665880026447872, 519782, 0P0001981M, 交银施罗德裕隆纯债债券A, 信用债, 4, 0, 3.79
91665880798199808, 002754, 0P00017YJW, 博时裕创纯债债券, 信用债, 4, 4, 3.13
91665881532203008, 000305, 0P0000ZVRE, 中银中高等级债券A, 信用债, 4, 4, 3.36
91665882257817600, 002929, 0P00018D2M, 博时聚盈纯债债券, 纯债基金, 4, 0, 3.63
91665883159592960, 002775, 0P00017ZHF, 博时景兴纯债债券, 纯债基金, 4, 4, 3.98
91665883948122112, 000032, 0P0000Y9T5, 易方达信用债 - A, 信用债, 4, 4, 3.44
91665884694708224, 000563, 0P00012FPR, 南方通利债券 - A, 信用债, 4, 3, 3.28
91665885520986112, 000192, 0P0000YVNL, 富国信用债债券 - C, 信用债, 4, 4, 3.62
91665903762014208, 004027, 0P00019H7M, 广发景源纯债债券A, 信用债, 4, 0, 3.81
91665904718315520, 004706, 0P0001B2SJ, 南方祥元债券C, 纯债基金, 4, 0, 4.15
91665905439735808, 530021, 0P0000X6LE, 建信纯债债券A, 纯债基金, 4, 4, 3.53
91665906152767488, 003209, 0P00018JRH, 鹏华丰达债券, 信用债, 4, 0, 4.47
91665907272646656, 003926, 0P0001AELG, 中融恒信纯债债券A, 信用债, 4, 0, 3.38
91665908199587840, 675163, 0P0001CSZI, 西部利得汇盈债券C, 纯债基金, 4, 0, 4.07
91665909235580928, 161120, 0P0000X1PC, 易方达中债新综合债券指数发起式(LOF) - C, 纯债基金, 4, 4, 3.64
91665909990555648, 004043, 0P00019V5F, 华夏鼎茂债券C, 纯债基金, 4, 0, 3.62
91665910837805056, 003330, 0P00018MQ9, 万家鑫安纯债债券C, 纯债基金, 4, 0, 3.22
91665911567613952, 519783, 0P0001981N, 交银施罗德裕隆纯债债券C, 信用债, 4, 0, 3.48
91665912263868416, 003417, 0P00018Q6U, 中加丰泽纯债债券, 信用债, 4, 0, 3.16
91665913006260224, 003424, 0P000198PK, 江信洪福纯债债券, 纯债基金, 4, 0, 3.67
91665913736069120, 003748, 0P00019MQ0, 万家鑫享纯债债券C, 纯债基金, 4, 0, 3.54
91665914482655232, 004767, 0P0001C6EB, 中银智享债券, 纯债基金, 4, 0, 3.26
91665915208269824, 004555, 0P0001AC2Z, 南方和元债券A, 纯债基金, 4, 0, 3.70
91665916588195840, 002438, 0P00017IFZ, 创金合信尊盛纯债债券, 信用债, 4, 4, 2.70
91665920014942208, 202110, 0P0000WB8B, 南方润元纯债债券 - C, 纯债基金, 4, 2, 4.56
91665920799277056, 005345, 0P0001D6A9, 长安泓润纯债债券A, 纯债基金, 4, 0, 2.96
91665921558446080, 002650, 0P00017YUB, 东方红稳添利纯债债券A, 信用债, 4, 3, 2.82
91665922472804352, 519720, 0P0000XIBD, 交银纯债债券发起 - C, 信用债, 4, 2, 3.58
91665923345219584, 000148, 0P0000Z69R, 易方达高等级信用债债券 - C, 信用债, 4, 4, 3.66
91665924096000000, 050027, 0P0000WM6L, 博时信用债纯债债券A, 信用债, 4, 4, 3.76
91665925270405120, 005704, 0P0001CPEK, 永赢增益债券C, 纯债基金, 4, 0, 3.72
91665925996019712, 511220, 0P00014FQJ, 海富通上证可质押城投债ETF, 信用债, 4, 3, 3.94
91665926696468480, 003809, 0P00019A5S, 招商招顺纯债债券A, 信用债, 4, 0, 3.08
91665945067520000, 004910, 0P0001BCSR, 中加颐享纯债债券, 信用债, 4, 0, 3.25
91665945839271936, 000403, 0P00012OXI, 工银纯债债券B, 纯债基金, 4, 1, 4.20
91665946673938432, 004118, 0P00019GDY, 博时裕鹏纯债债券, 纯债基金, 4, 0, 4.12
91665947592491008, 003265, 0P00018MHE, 招商招坤纯债债券A, 纯债基金, 4, 0, 4.36
91665948318105600, 003207, 0P00018JRG, 博时富发纯债债券, 纯债基金, 4, 0, 2.55
91665949052108800, 003681, 0P0001954E, 建信睿享纯债债券, 纯债基金, 4, 0, 3.68
91665949823860736, 004689, 0P0001AHRF, 博时丰庆纯债债券, 纯债基金, 4, 0, 3.68
91665950562058240, 003146, 0P00018GUJ, 融通通优债券, 纯债基金, 4, 0, 1.93
91665951400919040, 002638, 0P00017SVO, 兴业天融债券, 利率债, 4, 5, 2.99
91665952147505152, 003898, 0P00019B3D, 永赢丰益债券, 纯债基金, 4, 0, 3.42
91665952877314048, 000564, 0P00012FPS, 南方通利债券 - C, 信用债, 4, 3, 2.96
91665954022359040, 003188, 0P00019M6U, 博时聚源纯债债券A, 利率债, 4, 0, 2.82
91665954806693888, 002520, 0P00017MN1, 招商招瑞纯债债券C, 纯债基金, 4, 4, 3.21
91665955616194560, 002661, 0P00017VYP, 兴业天禧债券, 纯债基金, 4, 3, 3.18
91665956329226240, 003448, 0P00019DXU, 招商招华纯债债券A, 纯债基金, 4, 0, 3.67
91665958631899136, 002198, 0P000172II, 博时裕达纯债债券, 纯债基金, 4, 4, 3.00
91665961471442944, 005346, 0P0001D6AA, 长安泓润纯债债券C, 纯债基金, 4, 0, 2.80
91665963870584832, 002755, 0P00017Z49, 博时裕盛纯债债券, 纯债基金, 4, 5, 3.82
91665964625559552, 003730, 0P0001975B, 博时富华纯债债券, 纯债基金, 4, 0, 2.55
91665965359562752, 004001, 0P00019KXX, 泰达宏利恒利债券A, 纯债基金, 4, 0, 2.58
91665966139703296, 002341, 0P00017KK3, 招商招瑞纯债债券A, 纯债基金, 4, 5, 3.17
91665966945009664, 004602, 0P0001CXR8, 前海开源润和债券A, 利率债, 4, 0, 2.95
91665967746121728, 004105, 0P00019IR4, 信诚稳鑫债券C, 纯债基金, 4, 0, 2.60
91665968509485056, 004033, 0P00019SGI, 金鹰添荣纯债债券A, 纯债基金, 4, 0, 1.30
91665969209933824, 531021, 0P0000X6LF, 建信纯债债券C, 纯债基金, 4, 4, 3.26
91665993968910336, 004603, 0P0001CXR9, 前海开源润和债券C, 利率债, 4, 0, 2.88
91665994828742656, 005854, 0P0001DJ93, 财通汇利纯债债券, 纯债基金, 4, 0, 2.55
91665995675992064, 686868, 0P0001BTU7, 浙商聚盈纯债债券A, 纯债基金, 4, 0, 2.73
91665996409995264, 040040, 0P0000XSUR, 华安纯债债券A, 纯债基金, 4, 4, 2.94
91665997190135808, 519763, 0P0001755V, 交银施罗德裕通纯债债券C, 纯债基金, 4, 3, 2.33
91665997882195968, 002909, 0P00018698, 浙商惠享纯债债券, 纯债基金, 4, 4, 3.58
91665998628782080, 004463, 0P00019VTN, 鹏华丰玉债券, 利率债, 4, 0, 2.62
91665999773827072, 686869, 0P0001BTU8, 浙商聚盈纯债债券C, 纯债基金, 4, 0, 2.57
91666000549773312, 002279, 0P000176PV, 浙商惠盈纯债债券A, 利率债, 4, 4, 2.22
91666001678041088, 003672, 0P000195H4, 兴业裕华债券, 纯债基金, 4, 0, 2.30
91666002588205056, 005010, 0P0001BHSI, 金鹰添瑞中短债债券A, 短债型, 4, 0, 2.72
91666003389317120, 004996, 0P0001BFNK, 广发恒生中型股指数(LOF)C, 香港股票型基金, 4, 0, -5.31
91666004416921600, 000085, 0P0000YCIO, 博时安盈债券C, 短债型, 4, 0, 2.43
91666005167702016, 002336, 0P00017EER, 创金合信尊享纯债债券, 纯债基金, 4, 3, 2.60
91666005922676736, 004104, 0P00019IR3, 信诚稳鑫债券A, 纯债基金, 4, 0, 2.68
91666006803480576, 003407, 0P00019BEH, 景顺长城景泰丰利纯债债券A, 利率债, 4, 0, 2.51
91666007831085056, 003357, 0P00018NL8, 嘉实稳祥纯债债券C, 纯债基金, 4, 0, 2.69
91666009005490176, 501303, 0P0001BFNJ, 广发恒生中型股指数(LOF)A, 香港股票型基金, 4, 0, -4.89
91666010179895296, 519332, 0P00019AIH, 浦银安盛盛达纯债债券A, 纯债基金, 4, 0, 2.46
91666011182333952, 002523, 0P00018K8G, 光大保德信恒利纯债债券, 利率债, 4, 0, 2.63
91666011903754240, 003455, 0P00018VUT, 招商招通纯债债券C, 纯债基金, 4, 0, 3.42
91666012931358720, 000561, 0P00013FUR, 南方启元债券 - A, 纯债基金, 4, 2, 3.10
91666013849911296, 005243, 0P0001BU8T, 融通中国概念债券（QDII）, 环球债券, 4, 0, -1.45
91666014638440448, 005754, 0P0001D2DG, 平安短债债券A, 短债型, 4, 0, 2.84
91666015288557568, 005624, 0P0001D4T9, 广发中债1-3年农发行债券指数C, 短债型, 4, 0, 2.47
91666041742032896, 004419, 0P00019WDX, 汇添富美元债债券（QDII）人民币A, 环球债券, 4, 0, -3.31
91666042471841792, 513900, 0P0001D2MR, 华安CES港股通精选100ETF, 香港股票型基金, 4, 0, -8.86
91666043159707648, 005814, 0P0001D5UK, 华安CES港股通精选100ETF联接C, 香港股票型基金, 4, 0, -9.26
91666043889516544, 000275, 0P0000ZP8C, 广发亚太中高收益债券QDII - 美元A, 环球债券, 4, 3, -8.17
91666044640296960, 001876, 0P00016P4W, 鹏华全球高收益债 (QDII)-美元现汇, 环球债券, 4, 4, -16.29
91666045361717248, 001480, 0P00016687, 财通成长优选混合, 积极配置型, 3, 2, 34.42
91666046234132480, 377240, 0P0000THD5, 上投摩根新兴动力混合A, 积极配置型, 3, 4, 29.25
91666046959747072, 050026, 0P0000WH54, 博时医疗保健行业混合A, 行业混合 - 医药, 3, 3, 5.85
91666047731499008, 310368, F0000004AK, 申万菱信竞争优势混合, 积极配置型, 3, 3, 48.25
91666048528416768, 375010, F0000003WN, 上投摩根中国优势混合, 积极配置型, 3, 3, 28.46
91666049304363008, 001000, 0P000157OD, 中欧明睿新起点混合, 积极配置型, 3, 3, 13.41
91666050055143424, 000698, 0P00013N5F, 宝盈科技30灵活配置混合, 积极配置型, 3, 3, 20.39
91666050868838400, 005009, 0P0001BJBL, 申万菱信行业轮动股票, 普通股票型, 3, 0, 27.50
91666051636396032, 004421, 0P00019WE1, 汇添富美元债债券（QDII）美元现汇A, 环球债券, 4, 0, -3.26
91666052450091008, 005813, 0P0001D5UJ, 华安CES港股通精选100ETF联接A, 香港股票型基金, 4, 0, -9.00
91666053926486016, 000274, 0P0000ZP8B, 广发亚太中高收益债券QDII -人民币A, 环球债券, 4, 3, -7.86
91666054685655040, 000290, 0P0000ZDIS, 鹏华全球高收益债 (QDII)-人民币, 环球债券, 4, 4, -16.02
91666055587430400, 610006, 0P0000T2DB, 信达澳银产业升级混合, 积极配置型, 3, 2, 50.98
91666056308850688, 960007, 0P00016FTB, 上投摩根新兴动力混合H, 积极配置型, 3, 4, 29.22
91666057147711488, 040015, F0000004I0, 华安动态灵活配置混合, 积极配置型, 3, 3, 51.96
91666057906880512, 003095, 0P00018J2K, 中欧医疗健康混合A, 行业混合 - 医药, 3, 0, 10.71
91666058653466624, 003096, 0P00018J2L, 中欧医疗健康混合C, 行业混合 - 医药, 3, 0, 10.05
91666059416829952, 519113, F0000004FH, 浦银安盛精致生活混合, 积极配置型, 3, 2, 36.86
91666060821921792, 000727, 0P0001510V, 融通健康产业灵活配置混合A, 行业混合 - 医药, 3, 2, 5.24
91666061614645248, 161725, 0P0001606X, 招商中证白酒指数A, 行业股票 - 消费, 3, 5, -7.58
91666087795490816, 320007, F0000004EE, 诺安成长混合, 积极配置型, 3, 1, 21.52
91666088592408576, 162201, F020162201, 泰达宏利成长混合, 积极配置型, 3, 2, 47.53
91666089318023168, 000220, 0P0000Z30Q, 富国医疗保健行业混合A, 行业混合 - 医药, 3, 3, 10.35
91666090286907392, 660015, 0P0000X6F3, 农银行业轮动混合, 积极配置型, 3, 3, 22.89
91666091079630848, 630016, 0P0000Y2ZM, 华商价值共享, 积极配置型, 3, 3, 15.92
91666091838799872, 000073, 0P0000YGHL, 上投摩根成长动力混合, 积极配置型, 3, 3, 9.03
91666092602163200, 161616, 0P0000WDLZ, 融通医疗保健行业混合A/B, 行业混合 - 医药, 3, 2, 5.95
91666093403275264, 000241, 0P0000Z7VA, 宝盈核心优势灵活配置混合C, 积极配置型, 3, 2, 6.89
91666094133084160, 001267, 0P00015ZIT, 泰达宏利蓝筹价值混合, 积极配置型, 3, 3, 26.35
91666094871281664, 004683, 0P0001AISQ, 建信高端医疗股票, 行业股票 - 医药, 3, 0, 20.10
91666095584313344, 000124, 0P0000YWKS, 华宝服务优选混合, 积极配置型, 3, 3, 12.83
91666096444145664, 379010, F0000004E5, 上投摩根中小盘混合, 积极配置型, 3, 3, 3.78
91666097211703296, 210005, 0P0000RR96, 金鹰主题优势混合, 积极配置型, 3, 2, 12.25
91666097996038144, 000404, 0P0000ZSU6, 易方达新兴成长灵活配置混合, 积极配置型, 3, 3, 14.46
91666098738429952, 213006, F0000004ED, 宝盈核心优势灵活配置混合A, 积极配置型, 3, 3, 8.09
91666099459850240, 519679, 0P0000WNB4, 银河主题混合, 积极配置型, 3, 3, 10.95
91666100537786368, 240020, 0P0000V6WO, 华宝医药生物优选混合, 行业混合 - 医药, 3, 3, 16.36
91666101326315520, 270022, F0000004J3, 广发内需增长混合A, 积极配置型, 3, 3, 11.76
91666102177759232, 163114, 0P00012U01, 申万菱信中证环保产业指数（LOF）A, 普通股票型, 3, 2, 47.13
91666102978871296, 000612, 0P000132VM, 华宝生态中国混合, 积极配置型, 3, 3, 25.75
91666103830315008, 000061, F0000004I7, 华夏盛世混合, 积极配置型, 3, 1, 46.78
91666104694341632, 519195, 0P00017LU0, 万家品质生活灵活配置混合, 积极配置型, 3, 4, 24.33
91666105931661312, 100022, F0000003XE, 富国天瑞强势地区精选混合, 积极配置型, 3, 4, 14.02
91666106846019584, 550002, F00000041C, 信诚精萃成长混合, 积极配置型, 3, 4, 23.79
91666107919761408, 288001, F0000003VH, 华夏经典配置混合, 标准混合型, 3, 3, 34.91
91666133324660736, 410003, F000000424, 华富成长趋势混合, 积极配置型, 3, 3, 17.62
91666134092218368, 519033, 0P0000U6NV, 海富通国策导向混合, 积极配置型, 3, 2, 19.87
91666134834610176, 003751, 0P0001D5MZ, 万家瑞隆混合, 积极配置型, 3, 0, 39.49
91666135539253248, 630011, 0P0000VYEK, 华商主题精选混合, 积极配置型, 3, 1, 22.71
91666136277450752, 001475, 0P00016683, 易方达国防军工混合, 积极配置型, 3, 2, 18.53
91666137015648256, 040007, F00000042B, 华安中小盘成长混合, 积极配置型, 3, 3, 13.93
91666137841926144, 519670, F0000004F2, 银河行业混合, 积极配置型, 3, 3, 4.06
91666138605289472, 660005, F0000004IT, 农银中小盘混合, 积极配置型, 3, 3, 4.49
91666139385430016, 519908, 0P0000YI7S, 华夏兴华混合A, 积极配置型, 3, 2, 20.56
91666140140404736, 580006, F0000004HV, 东吴新经济混合A, 积极配置型, 3, 2, 37.27
91666140941516800, 519698, F0000004ET, 交银先锋混合, 积极配置型, 3, 2, 15.23
91666141658742784, 519176, 0P00017BND, 浦银安盛消费升级混合C, 积极配置型, 3, 3, 21.78
91666142426300416, 000967, 0P000156JG, 华泰柏瑞创新动力灵活配置混合, 积极配置型, 3, 5, 11.99
91666143198052352, 460001, F0000003XK, 华泰柏瑞盛世中国混合, 积极配置型, 3, 4, 17.75
91666143923666944, 377020, F00000042A, 上投摩根内需动力混合, 积极配置型, 3, 3, 8.98
91666144657670144, 519017, F00000041V, 大成积极成长混合, 积极配置型, 3, 3, 14.27
91666146104705024, 000039, 0P0000Y5NM, 农银高增长混合, 积极配置型, 3, 2, 25.16
91666146951954432, 512580, 0P00019FNS, 广发中证环保产业ETF, 普通股票型, 3, 0, 43.39
91666147669180416, 004355, 0P00019LIJ, 嘉实丰和灵活配置混合, 积极配置型, 3, 0, 10.79
91666148365434880, 519997, F0000003X1, 长信银利精选混合, 积极配置型, 3, 4, 34.41
91666149585977344, 519995, F0000003ZA, 长信金利趋势混合, 积极配置型, 3, 3, 21.94
91666151406305280, 960004, 0P00017BQA, 华夏兴华混合H, 积极配置型, 3, 2, 20.56
91666154170351616, 162006, F000000420, 长城久富核心成长混合(LOF), 积极配置型, 3, 3, 23.77
91666155458002944, 090009, F0000004GY, 大成行业轮动混合, 积极配置型, 3, 4, 10.90
91666156179423232, 005161, 0P0001C90V, 华商上游产业股票, 普通股票型, 3, 0, 28.68
91666183450787840, 519125, 0P0000ZT80, 浦银安盛消费升级混合A, 积极配置型, 3, 3, 21.96
91666184243511296, 160634, 0P000163XY, 鹏华中证环保产业指数（LOF）, 普通股票型, 3, 2, 45.99
91666185111732224, 000120, 0P0000YS2B, 中银美丽中国混合, 积极配置型, 3, 3, 12.85
91666185896067072, 210004, F0000004J1, 金鹰稳健成长混合, 积极配置型, 3, 2, 19.06
91666186730733568, 000866, 0P00014M01, 华宝高端制造股票, 普通股票型, 3, 2, 20.70
91666187783503872, 001917, 0P00017HHW, 招商量化精选股票A, 普通股票型, 3, 3, 27.10
91666188773359616, 005381, 0P0001CH54, 泰康睿利量化多策略混合A, 积极配置型, 3, 0, 29.16
91666189670940672, 001313, 0P000162HM, 上投摩根智慧互联股票, 普通股票型, 3, 3, 2.93
91666190430109696, 001230, 0P0001610D, 鹏华医药科技股票, 行业股票 - 医药, 3, 3, -0.93
